49.196,36.38,26.998,9.3538,17.205,21.494,12.22,10.983,50.455,52.482,14.342,24.468,45.083,22.292,20.814,31.511,59.074,38.226,9.963,42.865,15.12,14.117,7.9062,18.372,36.73,61.306,11.249,37.458,14.279,34.951,18.867,27.313
48.794,36.204,26.719,9.3104,17.097,21.238,12.005,10.814,50.013,52.419,14.199,24.269,44.778,22.022,20.72,31.172,58.324,37.899,9.9658,42.405,15.065,13.995,7.9426,18.14,36.448,60.949,11.199,37.129,14.11,34.5,18.631,26.895
48.394,36.013,26.442,9.2729,16.99,20.984,11.793,10.648,49.575,52.341,14.056,24.071,44.473,21.754,20.623,30.823,57.565,37.555,9.9728,41.937,15.013,13.879,7.9843,17.914,36.154,60.561,11.154,36.792,13.943,34.049,18.398,26.476
47.997,35.81,26.168,9.2411,16.884,20.732,11.584,10.484,49.141,52.249,13.915,23.874,44.171,21.488,20.524,30.466,56.799,37.196,9.984,41.46,14.965,13.77,8.0311,17.694,35.849,60.145,11.113,36.447,13.778,33.599,18.166,26.059
47.601,35.593,25.896,9.2147,16.779,20.482,11.378,10.323,48.71,52.142,13.775,23.679,43.869,21.224,20.422,30.101,56.025,36.822,9.9989,40.975,14.919,13.667,8.0827,17.478,35.534,59.7,11.076,36.095,13.615,33.149,17.937,25.641
47.208,35.365,25.626,9.1936,16.674,20.235,11.175,10.164,48.283,52.022,13.636,23.484,43.57,20.963,20.318,29.728,55.246,36.435,10.018,40.483,14.877,13.571,8.1387,17.268,35.21,59.228,11.043,35.735,13.454,32.701,17.709,25.225
46.816,35.125,25.359,9.1773,16.571,19.99,10.974,10.007,47.86,51.889,13.498,23.29,43.272,20.704,20.213,29.349,54.462,36.035,10.04,39.984,14.837,13.48,8.199,17.063,34.877,58.731,11.014,35.369,13.295,32.253,17.483,24.809
46.427,34.874,25.094,9.1657,16.468,19.747,10.777,9.8537,47.44,51.744,13.361,23.098,42.975,20.447,20.105,28.963,53.674,35.623,10.065,39.479,14.8,13.395,8.2633,16.864,34.535,58.209,10.988,34.997,13.138,31.807,17.26,24.395
46.039,34.614,24.832,9.1585,16.366,19.506,10.582,9.7023,47.024,51.588,13.225,22.906,42.68,20.193,19.995,28.572,52.883,35.2,10.093,38.968,14.765,13.315,8.3313,16.668,34.186,57.664,10.966,34.62,12.983,31.362,17.038,23.983
45.654,34.343,24.572,9.1553,16.266,19.267,10.39,9.5535,46.611,51.42,13.09,22.716,42.387,19.941,19.883,28.176,52.09,34.766,10.125,38.453,14.732,13.241,8.4027,16.478,33.83,57.096,10.946,34.238,12.83,30.919,16.819,23.572
45.271,34.064,24.314,9.1561,16.166,19.03,10.201,9.4071,46.203,51.242,12.956,22.527,42.095,19.691,19.77,27.777,51.297,34.324,10.159,37.933,14.701,13.171,8.4774,16.292,33.467,56.507,10.929,33.851,12.679,30.478,16.601,23.163
44.89,33.777,24.059,9.1604,16.067,18.796,10.015,9.2632,45.797,51.054,12.823,22.339,41.805,19.444,19.655,27.373,50.503,33.873,10.195,37.41,14.672,13.105,8.555,16.111,33.098,55.899,10.914,33.46,12.53,30.039,16.385,22.757
44.51,33.482,23.806,9.168,15.969,18.564,9.8314,9.1218,45.396,50.857,12.691,22.152,41.516,19.199,19.539,26.967,49.711,33.415,10.234,36.883,14.644,13.043,8.6352,15.933,32.725,55.272,10.902,33.065,12.383,29.603,16.172,22.353
44.133,33.181,23.555,9.1787,15.872,18.334,9.6509,8.9828,44.998,50.651,12.56,21.966,41.229,18.956,19.421,26.559,48.92,32.95,10.275,36.354,14.617,12.986,8.7179,15.76,32.346,54.627,10.891,32.668,12.238,29.169,15.96,21.952
43.758,32.873,23.307,9.1921,15.775,18.106,9.4732,8.8463,44.604,50.437,12.43,21.781,40.943,18.715,19.302,26.149,48.133,32.479,10.317,35.823,14.591,12.932,8.8027,15.591,31.964,53.966,10.882,32.268,12.095,28.738,15.751,21.553
43.385,32.559,23.061,9.2081,15.68,17.88,9.2984,8.7122,44.214,50.216,12.301,21.597,40.659,18.477,19.182,25.739,47.349,32.003,10.362,35.291,14.566,12.881,8.8894,15.426,31.579,53.289,10.875,31.866,11.954,28.31,15.543,21.158
43.014,32.241,22.818,9.2263,15.586,17.656,9.1265,8.5805,43.827,49.989,12.173,21.415,40.376,18.241,19.061,25.328,46.571,31.524,10.408,34.758,14.542,12.833,8.9777,15.264,31.19,52.599,10.869,31.462,11.815,27.886,15.338,20.766
42.646,31.918,22.577,9.2464,15.492,17.435,8.9574,8.4513,43.444,49.755,12.046,21.233,40.095,18.008,18.939,24.918,45.799,31.041,10.455,34.225,14.518,12.788,9.0673,15.106,30.8,51.895,10.864,31.058,11.679,27.465,15.134,20.378
42.279,31.592,22.338,9.2683,15.4,17.216,8.7911,8.3245,43.064,49.515,11.92,21.053,39.816,17.776,18.816,24.509,45.033,30.556,10.503,33.693,14.494,12.746,9.1581,14.951,30.409,51.18,10.86,30.653,11.544,27.047,14.933,19.994
41.914,31.263,22.102,9.2917,15.308,16.999,8.6277,8.2001,42.689,49.271,11.795,20.873,39.538,17.547,18.692,24.102,44.276,30.07,10.552,33.161,14.47,12.705,9.2497,14.799,30.016,50.454,10.856,30.247,11.411,26.634,14.733,19.613
41.551,30.931,21.868,9.3162,15.217,16.784,8.4671,8.0781,42.317,49.023,11.671,20.695,39.262,17.321,18.568,23.697,43.527,29.583,10.602,32.631,14.446,12.667,9.3418,14.651,29.623,49.719,10.853,29.843,11.28,26.224,14.536,19.237
41.19,30.598,21.636,9.3416,15.128,16.571,8.3094,7.9586,41.948,48.771,11.548,20.518,38.987,17.096,18.443,23.296,42.789,29.097,10.653,32.104,14.422,12.63,9.4343,14.506,29.231,48.975,10.849,29.439,11.151,25.819,14.34,18.866
40.832,30.264,21.407,9.3677,15.039,16.361,8.1546,7.8414,41.583,48.515,11.426,20.342,38.714,16.874,18.318,22.898,42.061,28.612,10.703,31.579,14.396,12.594,9.5268,14.363,28.84,48.225,10.846,29.037,11.024,25.419,14.147,18.499
40.475,29.929,21.18,9.3942,14.951,16.152,8.0026,7.7266,41.222,48.258,11.305,20.167,38.442,16.654,18.193,22.505,41.345,28.129,10.754,31.058,14.37,12.56,9.6191,14.223,28.451,47.468,10.842,28.636,10.9,25.023,13.955,18.138
40.121,29.595,20.956,9.4208,14.864,15.946,7.8534,7.6142,40.865,47.998,11.185,19.993,38.172,16.437,18.067,22.117,40.642,27.649,10.805,30.54,14.343,12.526,9.7109,14.086,28.064,46.707,10.837,28.238,10.777,24.633,13.766,17.781
39.768,29.261,20.734,9.4472,14.777,15.742,7.7071,7.5041,40.511,47.738,11.066,19.82,37.904,16.222,17.941,21.735,39.954,27.173,10.855,30.028,14.314,12.493,9.8019,13.951,27.679,45.942,10.832,27.843,10.656,24.247,13.579,17.43
39.418,28.929,20.514,9.4732,14.692,15.54,7.5636,7.3964,40.161,47.477,10.948,19.648,37.646,16.009,17.816,21.359,39.279,26.702,10.906,29.52,14.284,12.46,9.892,13.818,27.299,45.175,10.825,27.452,10.537,23.867,13.393,17.085
39.069,28.6,20.297,9.4985,14.608,15.341,7.3847,7.2911,39.815,47.215,10.831,19.477,37.321,15.798,17.69,20.99,38.621,26.237,10.955,29.019,14.252,12.427,9.9808,13.688,26.922,44.406,10.817,27.064,10.42,23.493,13.21,16.746
38.723,28.273,20.082,9.5229,14.524,15.143,7.2857,7.1881,39.472,46.955,10.715,19.308,36.998,15.59,17.565,20.63,37.98,25.778,11.003,28.524,14.218,12.394,10.068,13.559,26.551,43.637,10.807,26.681,10.306,23.124,13.028,16.413
38.379,27.95,19.869,9.5461,14.442,14.948,7.1891,7.0875,39.133,46.695,10.6,19.139,36.68,15.384,17.44,20.277,37.356,25.327,11.051,28.036,14.182,12.36,10.153,13.432,26.185,42.87,10.796,26.302,10.193,22.762,12.849,16.086
38.037,27.63,19.659,9.5678,14.36,14.755,7.0947,6.9892,38.797,46.437,10.486,18.972,36.364,15.181,17.315,19.931,36.752,24.884,11.097,27.556,14.144,12.325,10.237,13.307,25.825,42.104,10.782,25.929,10.082,22.406,12.672,15.766
37.696,27.316,19.451,9.5877,14.28,14.564,7.0024,6.8933,38.466,46.181,10.373,18.806,36.053,14.979,17.191,19.594,36.167,24.45,11.142,27.084,14.103,12.289,10.318,13.184,25.471,41.342,10.766,25.562,9.9735,22.056,12.496,15.453
37.358,27.005,19.246,9.6056,14.2,14.375,6.9121,6.7997,38.137,45.926,10.261,18.641,35.745,14.78,17.068,19.264,35.602,24.026,11.185,26.621,14.059,12.251,10.396,13.062,25.125,40.584,10.748,25.202,9.8668,21.713,12.323,15.147
37.022,26.699,19.043,9.6215,14.121,14.188,6.8237,6.7084,37.813,45.672,10.15,18.476,35.441,14.584,16.945,18.942,35.057,23.614,11.226,26.167,14.012,12.212,10.472,12.941,24.787,39.832,10.726,24.848,9.7502,21.377,12.152,14.848
36.688,26.398,18.842,9.6353,14.043,14.004,6.7372,6.6194,37.492,45.419,10.04,18.313,35.142,14.389,16.823,18.627,34.532,23.213,11.266,25.723,13.963,12.171,10.545,12.822,24.456,39.087,10.702,24.501,9.6602,21.048,11.982,14.557
36.356,26.1,18.644,9.6472,13.966,13.822,6.6526,6.5326,37.175,45.168,9.9312,18.151,34.847,14.197,16.703,18.32,34.027,22.824,11.303,25.29,13.912,12.128,10.614,12.703,24.132,38.35,10.675,24.162,9.5721,20.726,11.815,14.273
36.026,25.807,18.448,9.6571,13.89,13.642,6.57,6.4482,36.862,44.918,9.8233,17.991,34.556,14.007,16.583,18.019,33.54,22.447,11.337,24.866,13.857,12.085,10.679,12.586,23.816,37.623,10.645,23.831,9.4861,20.411,11.65,13.997
35.698,25.518,18.255,9.6652,13.815,13.464,6.4891,6.366,36.552,44.669,9.7163,17.831,34.269,13.82,16.463,17.726,33.072,22.081,11.369,24.453,13.801,12.039,10.741,12.47,23.507,36.905,10.613,23.506,9.4019,20.102,11.486,13.728
35.373,25.233,18.063,9.6713,13.74,13.288,6.4102,6.286,36.246,44.422,9.6104,17.672,33.986,13.634,16.345,17.44,32.622,21.726,11.398,24.049,13.742,11.992,10.798,12.355,23.206,36.199,10.578,23.189,9.3197,19.8,11.325,13.467
35.049,24.953,17.875,9.6756,13.667,13.114,6.333,6.2081,35.943,44.176,9.5054,17.515,33.707,13.452,16.228,17.16,32.19,21.383,11.424,23.654,13.681,11.944,10.851,12.241,22.911,35.506,10.54,22.879,9.2394,19.505,11.166,13.213
34.727,24.676,17.688,9.6782,13.594,12.943,6.2576,6.1324,35.645,43.932,9.4015,17.358,33.432,13.271,16.111,16.888,31.775,21.05,11.447,23.27,13.617,11.895,10.9,12.129,22.623,34.827,10.5,22.576,9.161,19.216,11.009,12.966
34.407,24.403,17.504,9.6789,13.523,12.774,6.184,6.0588,35.349,43.689,9.2986,17.206,33.16,13.093,15.995,16.622,31.377,20.727,11.467,22.894,13.551,11.844,10.943,12.017,22.342,34.162,10.458,22.279,9.0844,18.933,10.853,12.726
34.09,24.135,17.323,9.678,13.452,12.606,6.1121,5.9872,35.058,43.447,9.1967,17.041,32.893,12.917,15.88,16.362,30.996,20.415,11.482,22.528,13.484,11.792,10.981,11.907,22.068,33.514,10.413,21.99,9.0097,18.657,10.7,12.493
33.787,23.87,17.143,9.6754,13.357,12.442,6.0419,5.9177,34.77,43.206,9.0957,16.877,32.629,12.743,15.766,16.109,30.632,20.112,11.494,22.17,13.414,11.739,11.014,11.798,21.8,32.883,10.366,21.706,8.9368,18.387,10.549,12.267
33.422,23.609,16.966,9.6711,13.314,12.279,5.9734,5.8502,34.486,42.967,8.9958,16.714,32.37,12.572,15.653,15.862,30.283,19.819,11.502,21.822,13.342,11.684,11.041,11.689,21.538,32.271,10.317,21.43,8.8656,18.123,10.4,12.047
33.061,23.352,16.792,9.6653,13.273,12.087,5.9066,5.7846,34.206,42.729,8.8969,16.553,32.113,12.403,15.541,15.622,29.95,19.535,11.506,21.482,13.268,11.629,11.062,11.582,21.283,31.678,10.266,21.159,8.7962,17.865,10.252,11.834
32.703,23.098,16.62,9.6578,13.231,11.972,5.8415,5.721,33.929,42.492,8.799,16.394,31.861,12.236,15.429,15.388,29.632,19.261,11.506,21.151,13.193,11.572,11.076,11.477,21.034,31.106,10.213,20.895,8.7285,17.613,10.107,11.627
32.348,22.849,16.45,9.6489,13.19,11.857,5.778,5.6593,33.656,42.257,8.7021,16.235,31.612,12.071,15.318,15.159,29.33,18.995,11.501,20.828,13.116,11.515,11.085,11.372,20.791,30.556,10.158,20.637,8.6626,17.367,9.9641,11.427
31.996,22.603,16.283,9.6384,13.149,11.744,5.716,5.5995,33.386,42.023,8.6062,16.078,31.366,11.909,15.208,14.937,29.041,18.738,11.491,20.513,13.037,11.456,11.086,11.268,20.555,30.03,10.101,20.386,8.5983,17.126,9.8229,11.233
31.647,22.361,16.093,9.6265,13.109,11.632,5.6557,5.5416,33.121,41.79,8.5113,15.922,31.124,11.749,15.099,14.72,28.767,18.489,11.476,20.207,12.957,11.396,11.08,11.166,20.324,29.527,10.042,20.14,8.5357,16.891,9.6838,11.045
31.302,22.123,15.981,9.6132,13.069,11.522,5.5969,5.4854,32.858,41.559,8.4174,15.768,30.886,11.592,14.991,14.51,28.507,18.248,11.456,19.908,12.875,11.336,11.067,11.064,20.098,29.05,9.9812,19.9,8.4747,16.662,9.5466,10.863
30.96,21.888,15.871,9.5985,13.029,11.413,5.5397,5.431,32.6,41.329,8.3245,15.615,30.65,11.437,14.883,14.304,28.26,18.014,11.43,19.618,12.791,11.275,11.047,10.964,19.879,28.6,9.919,19.665,8.4154,16.438,9.4114,10.687
30.621,21.656,15.764,9.5824,12.99,11.305,5.4839,5.3784,32.345,41.1,8.2326,15.463,30.419,11.284,14.777,14.104,28.026,17.789,11.399,19.335,12.706,11.213,11.018,10.864,19.665,28.178,9.8552,19.436,8.3577,16.22,9.2783,10.516
30.286,21.429,15.658,9.5651,12.951,11.198,5.4297,5.3275,32.094,40.873,8.1427,15.313,30.19,11.133,14.671,13.91,27.805,17.57,11.362,19.059,12.62,11.15,10.982,10.766,19.456,27.784,9.79,19.213,8.3015,16.007,9.1472,10.351
29.954,21.204,15.553,9.5464,12.912,11.093,5.3769,5.2783,31.847,40.646,8.0504,15.163,29.965,10.985,14.566,13.721,27.597,17.359,11.319,18.791,12.533,11.086,10.937,10.669,19.253,27.421,9.7232,18.995,8.2469,15.799,9.0181,10.192
