14.82857143,12.76923077,18.31636364,18.04363636,10.86666667,5.554189944,13.63880597,10.24375,9.670588235,13.70294118,12.48493151,8.0688,13.25142857,14.17241379,15.72580645,36.49090909
2.282,2.554,2.55,2.523,1.935,2.519,2.144,2.447,1.799,2.198,2.16,2.596,2.243,1.814,2.466,1.82
1,1,1,1,1.228,1,1,1,1.277,1.42,1.161,1,1.262,1.316,1,1.615
9.428571429,7.615384615,10.8,10.8,5.708888889,3.318435754,8.865671642,6.1875,6.988235294,5.789117647,7.908493151,4.752,8.485714286,8.317241379,9.580645161,20.02363636
0.08216,0.1257,0.09169,0.07651,0.1122,0.07622,0.0753,0.06566,0.09338,0.1209,0.09505,0.08389,0.1147,0.07772,0.0727,0.1084
-1.095,-2.129,-1.108,-0.7559,-1.864,-0.742,-0.9639,-1.058,-0.6868,-1.467,-1.467,-0.8989,-1.711,-1.045,-0.7969,-1.455
15.36,19.02,18.99,13.64,17.75,13.03,16.15,16.63,11.2,13.28,14.61,15.6,16.88,11.17,17.59,14.04
